# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  791       3.126539074245e-10       1.530725599099e-12      -4.626702662219e-12       2.238422672903e-14       3.374504763609e-14       6.326300937763e-15      -1.516788023885e-16 
  792       3.121997108968e-10       1.528353091367e-12      -4.399958181756e-12       2.240713716612e-14       3.359253453403e-14       6.300054382872e-15      -1.450325622633e-16 
  793       3.117209121107e-10       1.526674177356e-12      -4.173277722923e-12       2.242969008496e-14       3.344087789625e-14       6.273711437893e-15      -1.384181627664e-16 
  794       3.112176562225e-10       1.525689264401e-12      -3.946746135415e-12       2.245188210315e-14       3.329007298515e-14       6.247254357757e-15      -1.318355287685e-16 
  795       3.106900910754e-10       1.525398723362e-12      -3.720449075120e-12       2.247370982226e-14       3.314011492678e-14       6.220665217140e-15      -1.252845812370e-16 
  796       3.101383672084e-10       1.525802888468e-12      -3.494473006576e-12       2.249516982780e-14       3.299099871033e-14       6.193925909884e-15      -1.187652372203e-16 
  797       3.095626378668e-10       1.526902057156e-12      -3.268905205430e-12       2.251625868916e-14       3.284271918759e-14       6.167018148430e-15      -1.122774098309e-16 
  798       3.089630590109e-10       1.528696489916e-12      -3.043833760900e-12       2.253697295960e-14       3.269527107235e-14       6.139923463244e-15      -1.058210082295e-16 
  799       3.083397893263e-10       1.531186410130e-12      -2.819347578236e-12       2.255730917618e-14       3.254864893990e-14       6.112623202240e-15      -9.939593760838e-17 
  800       3.076929902333e-10       1.534372003918e-12      -2.595536381176e-12       2.257726385979e-14       3.240284722649e-14       6.085098530216e-15      -9.300209917563e-17 
  801       3.070228258964e-10       1.538253419976e-12      -2.372490714411e-12       2.259683351502e-14       3.225786022874e-14       6.057330428272e-15      -8.663939013843e-17 
  802       3.063294632337e-10       1.542830769423e-12      -2.150301946042e-12       2.261601463021e-14       3.211368210315e-14       6.029299693245e-15      -8.030770368692e-17 
  803       3.056130719272e-10       1.548104125636e-12      -1.929062270041e-12       2.263480367739e-14       3.197030686551e-14       6.000986937131e-15      -7.400692897793e-17 
  804       3.048738244318e-10       1.554073524102e-12      -1.708864708710e-12       2.265319711221e-14       3.182772839037e-14       5.972372586515e-15      -6.773695111867e-17 
  805       3.041118959849e-10       1.560738962249e-12      -1.489803115142e-12       2.267119137396e-14       3.168594041050e-14       5.943436881997e-15      -6.149765115048e-17 
  806       3.033274646165e-10       1.568100399299e-12      -1.271972175683e-12       2.268878288550e-14       3.154493651635e-14       5.914159877622e-15      -5.528890603253e-17 
  807       3.025207111583e-10       1.576157756100e-12      -1.055467412388e-12       2.270596805322e-14       3.140471015548e-14       5.884521440304e-15      -4.911058862553e-17 
  808       3.016918192535e-10       1.584910914977e-12      -8.403851854842e-13       2.272274326704e-14       3.126525463202e-14       5.854501249254e-15      -4.296256767546e-17 
  809       3.008409753666e-10       1.594359719568e-12      -6.268226958291e-13       2.273910490034e-14       3.112656310616e-14       5.824078795411e-15      -3.684470779730e-17 
  810       2.999683687925e-10       1.604503974668e-12      -4.148779873721e-13       2.275504930993e-14       3.098862859357e-14       5.793233380864e-15      -3.075686945873e-17 
  811       2.990741916668e-10       1.615343446074e-12      -2.046499496140e-13       2.277057283606e-14       3.085144396484e-14       5.761944118282e-15      -2.469890896385e-17 
  812       2.981586389746e-10       1.626877860421e-12       3.761679933323e-15       2.278567180230e-14       3.071500194498e-14       5.730189930344e-15      -1.867067843693e-17 
  813       2.972219085608e-10       1.639106905030e-12       2.102563132863e-13       2.280034251560e-14       3.057929511284e-14       5.697949549159e-15      -1.267202580609e-17 
  814       2.962642011395e-10       1.652030227747e-12       4.147325095299e-13       2.281458126617e-14       3.044431590058e-14       5.665201515701e-15      -6.702794787020e-18 
  815       2.952857203034e-10       1.665647436786e-12       6.170879723577e-13       2.282838432752e-14       3.031005659312e-14       5.631924179233e-15      -7.628248667404e-19 
  816       2.942866725335e-10       1.679958100572e-12       8.172195476112e-13       2.284174795636e-14       3.017650932760e-14       5.598095696735e-15       5.148048712721e-18 
  817       2.932672888633e-10       1.694960292430e-12       1.015033711624e-12       2.285466936482e-14       3.004366709410e-14       5.563701036435e-15       1.102984835709e-17 
  818       2.922278902756e-10       1.710646196478e-12       1.210478246625e-12       2.286714965612e-14       2.991152675861e-14       5.528753126722e-15       1.688201142438e-17 
  819       2.911688234927e-10       1.727006422934e-12       1.403511126250e-12       2.287919094125e-14       2.978008609298e-14       5.493272083865e-15       2.270382504511e-17 
  820       2.900904394416e-10       1.744031455736e-12       1.594090075431e-12       2.289079537165e-14       2.964934277819e-14       5.457278242822e-15       2.849457200928e-17 
  821       2.889930932669e-10       1.761711652123e-12       1.782172569819e-12       2.290196513937e-14       2.951929440394e-14       5.420792157925e-15       3.425353075633e-17 
  822       2.878771443448e-10       1.780037242218e-12       1.967715835209e-12       2.291270247716e-14       2.938993846834e-14       5.383834603563e-15       3.997997536509e-17 
  823       2.867429562964e-10       1.798998328604e-12       2.150676846964e-12       2.292300965869e-14       2.926127237748e-14       5.346426574870e-15       4.567317554372e-17 
  824       2.855908970013e-10       1.818584885911e-12       2.331012329437e-12       2.293288899859e-14       2.913329344513e-14       5.308589288409e-15       5.133239661969e-17 
  825       2.844213386110e-10       1.838786760392e-12       2.508678755395e-12       2.294234285268e-14       2.900599889232e-14       5.270344182856e-15       5.695689952973e-17 
  826       2.832346575623e-10       1.859593669506e-12       2.683632345442e-12       2.295137361806e-14       2.887938584699e-14       5.231712919685e-15       6.254594080975e-17 
  827       2.820312345910e-10       1.880995201497e-12       2.855829067445e-12       2.295998373325e-14       2.875345134367e-14       5.192717383855e-15       6.809877258485e-17 
  828       2.808114547453e-10       1.902980814980e-12       3.025224635956e-12       2.296817567835e-14       2.862819232302e-14       5.153379684493e-15       7.361464255924e-17 
  829       2.795757073992e-10       1.925539838513e-12       3.191774511637e-12       2.297595197518e-14       2.850360563157e-14       5.113722155579e-15       7.909279400622e-17 
  830       2.783243862664e-10       1.948661470188e-12       3.355433900680e-12       2.298331518738e-14       2.837968802127e-14       5.073767356633e-15       8.453246575809e-17 
  831       2.770578894130e-10       1.972334777203e-12       3.516157754234e-12       2.299026792062e-14       2.825643614916e-14       5.033538073399e-15       8.993289219616e-17 
  832       2.757766192719e-10       1.996548695448e-12       3.673900767830e-12       2.299681282266e-14       2.813384657702e-14       4.993057318526e-15       9.529330324068e-17 
  833       2.744809826556e-10       2.021292029086e-12       3.828617380801e-12       2.300295258355e-14       2.801191577098e-14       4.952348332261e-15       1.006129243408e-16 
  834       2.731713907702e-10       2.046553450130e-12       3.980261775705e-12       2.300868993576e-14       2.789064010114e-14       4.911434583128e-15       1.058909764644e-16 
  835       2.718482592285e-10       2.072321498028e-12       4.128787877755e-12       2.301402765427e-14       2.777001584125e-14       4.870339768614e-15       1.111266760884e-16 
  836       2.705120080636e-10       2.098584579240e-12       4.274149354235e-12       2.301896855679e-14       2.765003916830e-14       4.829087815855e-15       1.163192351884e-16 
  837       2.691630617427e-10       2.125330966823e-12       4.416299613929e-12       2.302351550383e-14       2.753070616219e-14       4.787702882322e-15       1.214678612285e-16 
  838       2.678018491800e-10       2.152548800009e-12       4.555191806542e-12       2.302767139887e-14       2.741201280533e-14       4.746209356502e-15       1.265717571517e-16 
  839       2.664288037510e-10       2.180226083787e-12       4.690778822125e-12       2.303143918852e-14       2.729395498230e-14       4.704631858588e-15       1.316301213697e-16 
  840       2.650443633050e-10       2.208350688482e-12       4.823013290496e-12       2.303482186259e-14       2.717652847947e-14       4.662995241160e-15       1.366421477524e-16 
  841       2.636489701795e-10       2.236910349339e-12       4.951847580669e-12       2.303782245433e-14       2.705972898466e-14       4.621324589874e-15       1.416070256188e-16 
  842       2.622430712133e-10       2.265892666101e-12       5.077233800271e-12       2.304044404047e-14       2.694355208671e-14       4.579645224142e-15       1.465239397258e-16 
  843       2.608271177598e-10       2.295285102593e-12       5.199123794972e-12       2.304268974144e-14       2.682799327521e-14       4.537982697820e-15       1.513920702592e-16 
  844       2.594015657009e-10       2.325074986297e-12       5.317469147904e-12       2.304456272146e-14       2.671304794004e-14       4.496362799895e-15       1.562105928230e-16 
  845       2.579668754602e-10       2.355249507941e-12       5.432221179085e-12       2.304606618868e-14       2.659871137108e-14       4.454811555164e-15       1.609786784295e-16 
  846       2.565235120167e-10       2.385795721072e-12       5.543330944847e-12       2.304720339536e-14       2.648497875778e-14       4.413355224926e-15       1.656954934895e-16 
  847       2.550719449180e-10       2.416700541644e-12       5.650749237254e-12       2.304797763797e-14       2.637184518885e-14       4.372020307662e-15       1.703601998019e-16 
  848       2.536126482944e-10       2.447950747592e-12       5.754426583530e-12       2.304839225734e-14       2.625930565185e-14       4.330833539722e-15       1.749719545440e-16 
  849       2.521461008714e-10       2.479532978418e-12       5.854313245479e-12       2.304845063882e-14       2.614735503285e-14       4.289821896009e-15       1.795299102611e-16 
  850       2.506727859843e-10       2.511433734769e-12       5.950359218912e-12       2.304815621239e-14       2.603598811607e-14       4.249012590666e-15       1.840332148567e-16 
  851       2.491931915908e-10       2.543639378019e-12       6.042514233070e-12       2.304751245281e-14       2.592519958349e-14       4.208433077757e-15       1.884810115824e-16 
  852       2.477078102851e-10       2.576136129850e-12       6.130727750044e-12       2.304652287977e-14       2.581498401449e-14       4.168111051958e-15       1.928724390279e-16 
  853       2.462171393111e-10       2.608910071833e-12       6.214948964203e-12       2.304519105802e-14       2.570533588550e-14       4.128074449237e-15       1.972066311107e-16 
  854       2.447216805759e-10       2.641947145007e-12       6.295126801617e-12       2.304352059751e-14       2.559624956963e-14       4.088351447540e-15       2.014827170666e-16 
  855       2.432219406633e-10       2.675233149461e-12       6.371209919479e-12       2.304151515352e-14       2.548771933627e-14       4.048970467477e-15       2.056998214390e-16 
  856       2.417184037678e-10       2.708753973291e-12       6.443157522985e-12       2.303917877667e-14       2.537974006060e-14       4.009954546307e-15       2.098573127823e-16 
  857       2.402114499631e-10       2.742496284581e-12       6.510972019318e-12       2.303651696907e-14       2.527230936581e-14       3.971304353347e-15       2.139555544407e-16 
  858       2.387014355661e-10       2.776446850390e-12       6.574666919346e-12       2.303353564642e-14       2.516542551668e-14       3.933014886294e-15       2.179951665515e-16 
